simulation,LASSO_CV_c_index,LASSO_CV_features,AIC_Cox_c_index,AIC_Cox_features,BIC_Cox_c_index,BIC_Cox_features,LASSO_QUT_c_index,LASSO_QUT_features,HarderLASSO_QUT_c_index,HarderLASSO_QUT_features
0,0.9209463767089325,"6,11,14,18,25,32,68,92",0.9030089805041991,"25,32,14,6,92,18,11,68,88,47,64,43,12,7,2,67,93,34,54,51,71",0.9196345881902304,"25,32,14,6,92,18,11,68,88,47,64",0.8357535831503389,"6,14,25,32",0.9274344827224335,"6,11,14,18,25,32,68,92"
1,0.9418685590191329,"5,12,18,39,42,44,54,56,62,69,73,74,79,80,86,93,94,97",0.859272796477388,"42,39,56,5,62,79,69,80,73,18,54,87,90,40,85,61,97,95,59,37,38,46,6,67,19,94,7,4,82,58,68,9,26,91,15,93,33,44,17,57,1,72,36,41,47,77,25",0.9425359573907852,"42,39,56,5,62,79,69,80,73",0.8537563318116999,"39,42,56,62",0.9471973178927939,"5,39,42,56,62,69,79,80"
2,0.927867479653521,"1,9,18,20,21,25,31,39,50,51,63,75,76,77,82,84,86,91,95,96,99",0.8736843482584461,"18,86,39,50,91,77,9,82,1,51,63,96,26,99,43,57,3,33,95,20,88,69,80,71,13,62,55,36,46,74,30,65,40,54,70,49,90,68,44,75,67,42,8,19,2,24,22",0.9187370790045273,"18,86,39,50,91,77,9,82,1,51,63,96,26,99,43",0.8672310470258813,"18,39,50,86",0.932127809907623,"9,18,39,50,77,82,86,91"
3,0.9380554228380316,"1,3,22,26,29,31,43,47,54,59,60,64,68,69,73,74,75,86,91,92,93,95",0.8965559802516324,"60,26,69,29,47,75,3,54,31,73,91,22,64,78,92,98,12,9,90,48,50,72,55,30,25,4,76,10,93,95,45,36,11,85,46",0.8973867919520093,"60,26,69,29,47,75,3,54,31,73,91,22,64,78,92,98,12,9,90,48,50,72,55,30,25,4,76,10,93,95,45,36,11,85",0.9245845941498115,"3,26,29,47,60,69,75",0.9416175611827786,"3,26,29,47,54,60,69,75"
4,0.9360007626414631,"14,27,36,45,47,50,51,55,58,59,64,66,68,70,72,76,91,95,96,98",0.8604692968718082,"27,95,47,59,14,51,36,68,55,60,22,18,79,85,71,78,52,7,41,46,15,65,84,69,24,77,23,89,16,35,11,70,57,54,26,33,61,97,17,30,90,67,49,20,45,56",0.9345108880687467,"27,95,47,59,14,51,36,68,55",0.8539432649225783,"27,47,95",0.9358046548366449,"14,27,36,47,51,59,68,95"
5,0.9481117146400924,"0,2,8,9,16,17,22,24,28,32,44,48,49,51,57,67,70,71,73,78,93,97",0.9260311078796174,"48,32,28,16,73,22,67,71,9,74,97,80,78,11,0,17,64,40,24,70,10,93,95,7,36,20,29,94,82,5",0.9508603852130647,"48,32,28,16,73,22,67,71,9,74,97,80,78,11",0.8869566457094792,"16,28,32,48",0.9459304563534494,"16,22,28,32,48,67,73"
6,0.9374886515984767,"1,6,19,33,38,44,50,58,62,64,65,68,75,76,79,80,81,82,83",0.8873778414531923,"58,82,44,19,75,76,83,62,81,80,37,79,64,10,69,40,51,38,98,50,90,11,97,71,1,43,99,36,49,60,39,86,13,31,9,52,47,94,35,18,20,3,87",0.9392521621036765,"58,82,44,19,75,76,83,62,81,80,37",0.9003653874375371,"19,44,58,75,82",0.9438238578844341,"19,44,58,62,75,76,82,83"
7,0.9352972592815859,"1,5,6,9,12,26,30,33,34,35,40,41,42,51,53,55,64,69,70,77,97",0.9133405777559211,"35,1,64,30,51,34,9,53,42,12,40,77,55,80,25,62,10,81,82,57,44,11,22,71,69,0,63,5,24",0.9239520704771272,"35,1,64,30,51,34,9,53,42,12,40,77,55,80,25",0.8856518129564118,"1,30,35,51,64",0.9393134191030664,"1,9,30,34,35,51,53,64"
8,0.9385047110080913,"2,5,9,15,16,18,27,28,34,35,39,40,44,47,48,49,60,64,65,68,69,71,73,75,85,97",0.9069039340673491,"34,28,97,27,48,15,85,16,60,39,5,71,95,64,18,80,90,53,36,1,73,29,52,92,9,75,91,8,88,49,42,99,57,68,56",0.9166452042152254,"34,28,97,27,48,15,85,16,60,39,5,71,95,64,18,80,90,53,36",0.861502800849913,"28,34,48,97",0.9458931599167257,"15,16,27,28,34,48,85,97"
9,0.9461701515191165,"2,5,9,11,19,32,35,39,48,59,63,69,71,72,74,80,84,97",0.9278269175411509,"2,69,97,9,72,71,59,74,80,45,32,11,91,35,19,30,37,48,8,60,78,53,27,77,89,41,56,54,7,79,21,63",0.9337175830214849,"2,69,97,9,72,71,59,74,80,45,32,11,91,35,19,30,37,48,8",0.8444246722319629,"2,59,69,72,97",0.9471828958731322,"2,9,59,69,71,72,74,97"
